63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 
63, 63, 48, 48, 48, 48, 63, 63, 63, 48, 63, 63, 63, 48, 48, 63, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 63, 48, 48, 63, 63, 63, 48, 63, 63, 63, 48, 48, 48, 48, 63, 63, 
63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 48, 48, 63, 
63, 48, 48, 48, 48, 48, 48, 63, 48, 48, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 48, 48, 48, 48, 48, 63, 63, 48, 48, 48, 48, 63, 63, 63, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 48, 48, 48, 48, 48, 48, 
63, 48, 48, 48, 48, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 63, 48, 48, 48, 48, 48, 48, 63, 
63, 63, 63, 63, 48, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 48, 48, 63, 48, 48, 63, 63, 48, 48, 63, 63, 48, 48, 63, 48, 48, 63, 63, 63, 48, 48, 63, 48, 48, 48, 48, 48, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 
48, 48, 48, 48, 48, 48, 48, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 48, 48, 48, 48, 48, 63, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 63, 48, 48, 48, 48, 48, 48, 63, 
63, 63, 48, 48, 48, 48, 48, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 48, 48, 48, 48, 48, 63, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 48, 48, 63, 63, 63, 63, 48, 48, 63, 48, 48, 48, 48, 48, 48, 63, 
48, 48, 48, 48, 48, 48, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 63, 63, 63, 48, 48, 63, 63, 63, 
63, 48, 48, 48, 48, 48, 63, 63, 48, 48, 63, 63, 63, 63, 48, 63, 48, 48, 48, 63, 63, 63, 48, 63, 63, 48, 48, 48, 48, 48, 63, 63, 48, 63, 63, 63, 48, 48, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 48, 63, 63, 63, 63, 63, 48, 48, 63, 48, 48, 48, 48, 48, 48, 63, 
